ADDRESS,NEAREST_SCH_DIST
"1 Lambeth Mews, Mount Claremont",0.6858404175532274
"1 Lanark Street, Menora",1.2971257393450282
"1 Langham Street, Nedlands",1.5268274216546056
"1 Lark Court, Yangebup",0.6893138411265392
"1 Lark Mews, Ballajura",1.3850748073234995
"1 Lauder Place, Kinross",3.281609960252902
"1 Laughton Way, Leeming",1.2111842011618086
"1 Lee Street, Forrestfield",1.6645807316478292
"1 Leigh Court, Marangaroo",1.3995611375280053
"1 Lena Street, Beckenham",1.3521611600884222
"1 Lennoxtown Road, Duncraig",1.0947411762062786
"1 Letchworth Centre Avenue, Salter Point",0.7662105186138404
"1 Librizzi Parade, Sinagra",2.375086858481592
"1 Lilypond Court, Ascot",1.576298216948368
"1 Lindeman Heights, Ridgewood",0.9272027525592176
"1 Linnett Brace, Darch",0.5494111949901546
"1 Lintonmarc Drive, Redcliffe",1.9128504483919442
"1 Litchfield Crescent, Carramar",1.286087618601946
"1 Little Lefroy Lane, South Fremantle",1.270242671140154
"1 Love Street, Myaree",0.93724925353864
"1 Luhrs Court, Mundaring",0.9999925897545044
"1 Luke Place, Ascot",1.529443412071399
"1 Lundy Cove, Kiara",0.24063006218577584
"1 Macdonald Road, Applecross",2.0094986087565623
"1 Mackie Place, Midvale",1.170150834928759
"1 Maidos Street, Ashfield",0.951161627482916
"1 MAJORELLE WAY, Eglinton",5.598316988998217
"1 Mal Bay Court, Mindarie",0.9353100373987124
"1 Malcolm Street, North Beach",2.239538254155457
"1 Maley Court, Ashfield",0.6337536997532519
"1 Malibu Entrance, Iluka",2.3290021181206537
"1 Malone Mews, Clarkson",0.37489501494719296
"1 Manhattan Concourse, Hilbert",3.771691812464396
"1 Mannaw Place, Hillman",1.094105681151445
"1 Mannix Pass, Queens Park",0.8039392416059779
"1 Marconi Street, Morley",0.26327518860137983
"1 Margaret Road, Secret Harbour",1.2503996780702538
"1 Marich Cove, Atwell",1.4006758647046458
"1 Maritana Road, Kallaroo",0.9636031710496228
"1 Marker Road, Ocean Reef",0.7588981609905694
"1 Markham Place, Bentley",1.7715423459196555
"1 Maroma Loop, Burns Beach",3.4477252219055816
"1 Martin Avenue, Rivervale",1.6923949695480145
"1 Mayhill Place, Craigie",1.9879855239607211
"1 McBain Court, Langford",1.398161832735592
"1 Mcdermott Road, Kwinana Town Centre",0.5263698128407971
"1 McKenna Glen, Mount Claremont",0.8275939540060989
"1 McKenzie Corner, Bertram",0.7693773588668795
"1 McNairn Cross, Leda",1.2840511203278493
"1 Meadow Place, Hocking",0.8494166623508562
"1 Meares Avenue, Parmelia",0.26812881052805065
"1 Mears Way, Hilbert",0.8837128034513028
"1 Medawar Loop, Piara Waters",2.9642350869158345
"1 Melissa Street, Duncraig",0.5115552779745092
"1 Melita Drive, Helena Valley",3.0052414634855
"1 Melrose Crescent, Menora",0.9173096561099368
"1 Mercer Place, Thornlie",0.260842115782858
"1 Merley Crescent, City Beach",1.6808272958776116
"1 Merlot Court, The Vines",3.737519633723225
"1 Milina Street, Hillman",0.7248881514186591
"1 Mingara Avenue, Harrisdale",0.4391706404462042
"1 Mission Place, Cooloongup",1.702445205869365
"1 Moira Mews, Stratton",2.7569718813721726
"1 Monarch Way, Wattle Grove",3.183440720416609
"1 Montana Crescent, Dayton",3.85067415810932
"1 Montrose Way, Nollamara",1.6815137630037258
"1 Moody Glen, Palmyra",1.7835103826091017
"1 Moseley Drive, The Vines",2.155503816184545
"1 Mosman Loop, Success",2.1681731947749148
"1 Mottee Road, Bateman",0.3837483829070637
"1 Mudalla Way, Koongamia",2.0766100127695126
"1 Mulberry Lane, Mirrabooka",0.988504626731202
"1 Mulgrave Loop, Mindarie",0.2598455073393087
"1 Myhill Mews, Leda",1.3489504259152991
"1 Namoi Street, Hammond Park",2.7382702315549623
"1 Nardie Place, Hillman",0.9375183314651688
"1 Narla Place, Koongamia",1.7734872439803744
"1 Nettia Place, Bennett Springs",2.2492609608631016
"1 New Ross Lane, Waterford",0.23144033670138894
"1 Newman Place, Kenwick",0.5661079559422498
"1 Newmarket Retreat, Currambine",0.8231101093599166
"1 newquay Street, Harrisdale",0.8353692575590184
"1 Niagara Cove, Bentley",1.6122726567935943
"1 Nicholas Crescent, Hilton",1.110262846934111
"1 Nobilis Street, Beeliar",1.804335272481553
"1 Norfolk Rise, Mount Claremont",0.4198874367066395
"1 Northerly Avenue, Ascot",2.8524954841895083
"1 Nundah Court, Glen Forrest",1.5130458754077822
"1 Nyjong Street, Kenwick",0.9969782930410068
"1 Oakwood Court, Beechboro",1.7217063113988582
"1 Oban Court, Duncraig",1.493580155640328
"1 Odell Court, Carine",0.8595353824985218
"1 Odell Street, Secret Harbour",0.4823109203542586
"1 Odessa Place, Beldon",0.4080516025468397
"1 Offord Street, Armadale",0.3272447647693005
"1 Ollera Meander, Carramar",2.1772039345882086
"1 Ollis Street, Safety Bay",2.177071223403575
"1 O'Mara Boulevard, Iluka",2.361965537002624
"1 Orange Valley Road, Kalamunda",0.13995116774075453
"1 Orsulich Loop, Spearwood",3.1924080152838537
"1 Otway Street, Swanbourne",0.3186265703641687
"1 Palos Court, Sorrento",0.7449645325937754
"1 Parish Lane, Churchlands",0.6472695052660501
"1 Park Lane, Kardinya",0.8896739357500936
"1 Parkwood Avenue, Woodvale",1.8297784292650063
"1 Peaceful Close, Marangaroo",1.164068658295748
"1 Pearson Crescent, Bull Creek",1.0943632360575952
"1 Pedalstone Drive, Southern River",0.4484271555671028
"1 Peet Crescent, Trigg",1.1220637447873607
"1 Pelion Court, Middle Swan",1.1206219018171837
"1 Penn Lane, Hammond Park",2.235552418338986
"1 Penson Street, Singleton",2.544459543575357
"1 Pera Mews, Beldon",1.1812439944782007
"1 Peter Way, Rossmoyne",0.7034826469899841
"1 Piermont Avenue, Burns Beach",3.296834641262252
"1 Pimelea Rise, Beeliar",1.0426117843627016
"1 Pixie Place, Two Rocks",6.600989337021356
"1 Platypus Parkway, Beeliar",1.5156131869524645
"1 Plover Way, Stirling",0.6794950962225728
"1 Poinsettia Grove, South Lake",1.168552874247075
"1 Point Link, Alkimos",6.239038371744473
"1 Polglase Fairway, Clarkson",0.466255249923369
"1 Portland Way, Ridgewood",1.4236311638459742
"1 Portsea Gardens, Jandakot",1.2268959525674386
"1 Presto Close, Quinns Rocks",1.2673856056045565
"1 Printer Street, Dianella",1.730855862467552
"1 Pursuit Close, Middle Swan",1.9908574259663432
"1 Purvis Street, Hamilton Hill",1.2063755022688385
"1 Quail Place, Langford",1.0238623828642464
"1 Quenda Close, Beeliar",0.8461243058455717
"1 Ragtime Court, Ascot",1.6646204177651165
"1 Ramose Close, Heathridge",0.8378002149863377
"1 Reflection Mews, Safety Bay",2.0129944163763063
"1 Regatta Way, Alkimos",6.312068284715783
"1 Regent Court, Cockburn Central",0.5765101218183685
"1 Reginald Street, Queens Park",1.3619254778833536
"1 Reilly Street, Singleton",3.4505618834487755
"1 Reinagle Street, Ashby",3.3100197782898397
"1 Repens Way, Banksia Grove",0.7723875905738941
"1 Reserve Street, Bicton",1.1272162686002294
"1 Retchford Way, Queens Park",1.114327010900354
"1 Reuben Street, Beaconsfield",1.075878696391613
"1 Riber Court, Carine",1.578618561311068
"1 Richards Crescent, Craigie",1.4214889081129316
"1 Rigoll Court, Mundijong",1.9721644721848837
"1 Ringarooma Way, Willetton",0.6175326385543324
"1 Ringmer Way, Westminster",1.547316043639251
"1 River Bank Boulevard, South Guildford",0.6220398906172178
"1 River Bed Pass, Wilson",1.442847010696083
"1 Riverdale Road, Helena Valley",3.425776838193197
"1 Robert Street, Dalkeith",1.6267896108306543
"1 Robyn Street, Morley",1.181414915024298
"1 ROKER Way, Brabham",3.1359064556606566
"1 Romani Court, Lockridge",1.4335275227247597
"1 Rosalind Court, Rossmoyne",0.6062939826684234
"1 Rose Bay Court, Kallaroo",1.3714454229593005
"1 ROSTRATUS Link, Dayton",3.4189441874976167
"1 Rothsay Crescent, Menora",0.7107157941667096
"1 Rowe Place, Noranda",0.5225637359935131
"1 Royal Melbourne Avenue, Connolly",1.1882284142447301
"1 Royce Grove, Booragoon",1.5546002465969226
"1 Ruby Avenue, Langford",1.4030098736359242
"1 Ruby Court, Mount Richon",0.9069222133741924
"1 Rudge Place, Lockridge",2.0320062207583622
"1 Sabro Lane, Caversham",3.1782641234817515
"1 Salamanca Parkway, Port Kennedy",1.2192581903739237
"1 Salisbury Road, Beechboro",0.6840753228336295
"1 Salmond Way, Bull Creek",0.4783829030329999
"1 Salvin Road, Gwelup",1.4627123385987622
"1 Samos Place, Mindarie",1.058426878460361
"1 Sandalford Drive, Beldon",0.9695915684992732
"1 Sandridge Street, Banksia Grove",1.4599007766484091
"1 Sandringham Street, Trigg",1.0399975342353611
"1 Sapium Way, Woodvale",0.4816010365970124
"1 Scarcliffe Way, Carine",0.7386416604378814
"1 Scott Street, Kewdale",0.7605823264767081
"1 Seabreeze Avenue, Burns Beach",3.5698434919518585
"1 Seaflight Court, Heathridge",1.5822397317172547
"1 Searle Road, Ardross",0.40239638860056776
"1 Sedge Link, Atwell",0.8235373913257277
"1 Sellenger Avenue, Samson",0.905789101066374
"1 Seton Lane, Kinross",2.9382355943735607
"1 Shackleton Street, Bassendean",0.537253034757214
"1 Sheppard Way, Marmion",1.976972542584256
"1 Shiralee Bend, Carramar",1.3212351068928119
"1 Shoal Court, Coogee",4.93245752951299
"1 Short Street, North Beach",1.954761003896615
"1 Silica Road, Wattle Grove",3.1086735873099247
"1 Silky Lane, Wandi",6.0801531678601135
"1 Simon Place, City Beach",2.1585940783072513
"1 Sistina Road, Ashby",2.7053555562171696
"1 Skottowe Parkway, Parmelia",0.7144777108761272
"1 Skye Lane, Ellenbrook",0.4721097284999742
"1 Smailes Elbow, Brookdale",1.2893892871623016
"1 Smitherson Street, Noranda",0.6838648953567505
"1 Smullin Street, Hamilton Hill",0.5993334759549509
"1 SNOWY RISE, Hammond Park",2.6336333590718546
"1 Solly Court, Bull Creek",0.4250922597646744
"1 Spargo Street, Myaree",1.427004203377802
"1 Spring Hill, Tapping",2.9761883258701167
"1 Spruce Place, Thornlie",1.5221663828656011
"1 Spruce Terrace, Aubin Grove",3.5989366250437187
"1 St Fillans Bend, Wanneroo",0.9556014549509046
"1 St Ives Loop, Kallaroo",0.7473493072078646
"1 Stephen Street, Queens Park",0.6907651728253007
"1 Stitfold Promenade, Salter Point",0.9378442285304996
"1 Stokesay Street, Orelia",1.1074528891884228
"1 Strathmore Parkway, Ellenbrook",0.25726684910908704
"1 Strathpine Chase, Landsdale",0.6894708483052716
"1 Strelley Lane, Carramar",1.87203996179804
"1 Stretton Way, Kenwick",0.6573576810441265
"1 Strickland Court, Coogee",3.809290267061889
"1 Styne Road, City Beach",2.4664550186730927
"1 Success Crescent, Salter Point",0.5598437933587753
"1 Sumich Gardens, Coogee",3.025173538108212
"1 Swallow Grove, Waikiki",1.0712498612464052
"1 Sweeney Way, Padbury",1.1508638381231906
"1 Talisker Mews, Ballajura",2.0194878761795336
"1 Tall Karri Close, Camillo",0.8859419954907526
"1 Tattler Place, Huntingdale",1.1361827373150335
"1 Taylor Street, White Gum Valley",0.8839941621762997
"1 Teetree Court, Beechboro",1.7126578548657636
"1 Temple Mews, Iluka",1.9251252257536915
"1 Tenella Mews, Warnbro",0.7783907259369569
"1 Tennyson Street, Bellevue",1.5817453595738122
"1 Tetbury Road, Butler",0.28693768227359695
"1 The Mead, Kiara",0.2767324668594733
"1 The Mews, Kardinya",1.608917800317356
"1 Thomas Hamilton Avenue, Mirrabooka",0.8467373080506415
"1 Thorman Place, Booragoon",0.7657905863572948
"1 Thornbill Loop, Beeliar",0.5538227845173325
"1 Thurlow Avenue, Yokine",0.6347913316940405
"1 Till Street, Herne Hill",3.762411964593397
"1 Tintern Road, Ashby",2.713893578773914
"1 Tippett Court, Willetton",0.6527809344187114
"1 Tiwi Court, Iluka",2.7346606780861684
"1 Tolbury Retreat, Kiara",0.8736813843124758
"1 Torre Link, Darch",1.0824455523703622
"1 Torridon Loop, Wanneroo",1.20177668185776
"1 Treaty Oak Cove, Bibra Lake",0.3788234792325498
"1 Treave Street, Cloverdale",1.3358834215117643
"1 Triller Road, Bennett Springs",2.2598647742147198
"1 Trilogy Court, The Vines",2.040514571775189
"1 Trona Place, Forrestfield",2.4465347731708103
"1 Tropicana Way, Safety Bay",1.0790796814350994
"1 Troy Avenue, Marmion",1.8661169190209312
"1 Tucker Street, Medina",1.6161514097651932
"1 Tuckeroo Parade, Helena Valley",3.016458993367205
"1 Tullow Road, Floreat",1.660092704596955
"1 Turner Parkway, Carramar",1.3151576897514798
"1 Turner Street, Warnbro",1.0562147659747263
"1 TWIN VIEW, Swan View",1.6133082700318606
"1 Umina Street, High Wycombe",4.0808758464099615
"1 Valencia Avenue, Churchlands",0.44513746206641946
"1 Vantage Way, Burswood",1.4238511118517383
"1 Veldt Mews, Mirrabooka",1.139660013811396
"1 Venetian Way, Baldivis",2.3396144294758545
"1 Verve Court, Marmion",1.7129254382916923
"1 Vilamour Close, Currambine",1.54713303493994
"1 Viola Place, Beechboro",1.469640840506995
"1 Violet Street, Middle Swan",0.3994665079149024
"1 Virgilia Terrace, South Lake",0.6447688800176169
"1 Voyager Link, Pearsall",1.1339735841748075
"1 Wake Court, Redcliffe",2.267053691441043
