ADDRESS,BUILD_YEAR
"17 Carawatha Avenue, Mount Nasura",1971.0
"17 Carman Way, Bassendean",1980.0
"17 Carmick Way, Ferndale",1983.0
"17 Carnarvon Crescent, Coolbinia",1952.0
"17 Carnock Way, Kinross",1994.0
"17 Casitas Street, Champion Lakes",2013.0
"17 Cassidae Terrace, Karrinyup",2006.0
"17 Cassino Drive, Stirling",
"17 Castagno Approach, Ashby",2004.0
"17 Castle Peak Vista, Merriwa",2004.0
"17 Castle Road, Woodlands",1974.0
"17 Castlebar Way, Darch",2007.0
"17 Cathedral Link, Aubin Grove",2005.0
"17 Cavender Street, Singleton",1975.0
"17 Chadwick Parade, Brookdale",1995.0
"17 Champlin Way, Ferndale",1979.0
"17 Chandela Loop, Currambine",2006.0
"17 Charnwood Street, Morley",
"17 Chester Street, Subiaco",1925.0
"17 Chittawarra Court, Glen Forrest",1991.0
"17 Christchurch Boulevard, Canning Vale",2005.0
"17 Citrus Loop, South Lake",1997.0
"17 Clint Way, Calista",1953.0
"17 Clyde Road, Menora",1945.0
"17 Coleman Crescent, Melville",1995.0
"17 Coleridge Place, North Lake",1987.0
"17 Colorino Avenue, Caversham",2010.0
"17 Coneflower Corner, Churchlands",2014.0
"17 Congdon Way, Booragoon",1980.0
"17 Conigrave Road, Yangebup",
"17 Connell Way, Girrawheen",1975.0
"17 Conquest Court, Thornlie",1988.0
"17 Contacio Cove, Trigg",2006.0
"17 Coomoora Road, Mount Pleasant",1994.0
"17 Corry Street, East Cannington",1992.0
"17 Cosmia Grove, Jindalee",
"17 Council Road, Mundaring",1979.0
"17 CRAIGHALL TURN, Madeley",2006.0
"17 Croft Street, Gosnells",1999.0
"17 Crown Terrace, Coogee",2016.0
"17 Cupello Drive, Swan View",1999.0
"17 Daintree Court, Merriwa",1994.0
"17 Dakota Avenue, Maylands",1999.0
"17 Dale Drive, Gooseberry Hill",1990.0
"17 Daleview Close, Glen Forrest",1982.0
"17 Dalkey Way, Darch",2007.0
"17 DALMENY LINK, Burns Beach",2009.0
"17 Dart Court, Warwick",1973.0
"17 David Street, Mullaloo",1989.0
"17 Daytona Drive, Iluka",2007.0
"17 Deerina Green, Alexander Heights",
"17 Denison Turn, Ridgewood",2006.0
"17 Devon Street, Woodbridge",1925.0
"17 Deyoung Road, Craigie",1981.0
"17 Dianella Link, Sinagra",2011.0
"17 Dolan Way, Lockridge",1989.0
"17 Dolomite Road, Carine",1985.0
"17 Donnington Road, Balcatta",1964.0
"17 Dorchester Avenue, Warwick",
"17 Dorrigo Gardens, Jane Brook",2002.0
"17 Downy Green, Mirrabooka",1986.0
"17 Driftwood Rise, Quinns Rocks",
"17 Duncan Place, Mahogany Creek",1989.0
"17 Duncombe Grove, Quinns Rocks",1996.0
"17 Dunford Street, Willagee",1953.0
"17 Dunlowe Loop, Warnbro",1998.0
"17 Dunster Way, Orelia",2008.0
"17 Durack Crescent, Gosnells",1982.0
"17 Eastleigh Loop, Currambine",1995.0
"17 Eastwood Way, Hamersley",1973.0
"17 Eddington Road, Warwick",2002.0
"17 Eddy Close, Leda",1990.0
"17 Edmonds Cove, Safety Bay",1996.0
"17 Edwards Entrance, Stratton",1993.0
"17 Ellersdale Avenue, Warwick",1971.0
"17 Elliott Road, Trigg",1958.0
"17 Elmhurst Drive, Clarkson",2006.0
"17 Elvire Street, Watermans Bay",1996.0
"17 Emerald Place, Mount Richon",1976.0
"17 Enderby Court, Ballajura",1994.0
"17 Eolian Loop, Dayton",2013.0
"17 Est Lane, Ashby",2015.0
"17 Ethelwyn Street, Hilton",1950.0
"17 Eyrean Way, Gwelup",2015.0
"17 Fantail Avenue, Gwelup",2002.0
"17 Farrier Terrace, Henley Brook",2002.0
"17 Fauntleroy Street, Guildford",1982.0
"17 Fenton Street, Mundaring",1998.0
"17 Ferrar Street, Menora",1975.0
"17 Ferry Way, Quinns Rocks",2003.0
"17 Fielder Court, Kardinya",1992.0
"17 Firetail Court, Seville Grove",1993.0
"17 Flametree Bend, Hammond Park",2010.0
"17 Flindell Avenue, Caversham",
"17 Flourish Way, Craigie",2016.0
"17 Forbes Court, Merriwa",1995.0
"17 Forbes Street, Ascot",2007.0
"17 Forfar Glen, Kinross",1993.0
"17 Frederic Street, Koongamia",1965.0
"17 Gabo Road, Greenmount",1985.0
"17 Gallipoli Street, Lathlain",1940.0
"17 Galway Place, Jane Brook",1997.0
"17 Gamage Way, Lockridge",1998.0
"17 Gascoyne Avenue, Woodvale",1993.0
"17 Gateshead Loop, Mindarie",2000.0
"17 Gelderland Entrance, Stratton",1994.0
"17 Gentle Circle, South Guildford",
"17 Germain Way, Lockridge",
"17 Gerovich Way, Spearwood",1999.0
"17 Giallo Way, Eglinton",2014.0
"17 Gianatti Ramble, East Cannington",2008.0
"17 Gifford Mews, Currambine",1997.0
"17 Gilling Place, Orelia",2001.0
"17 Gillings Parade, Wattle Grove",2008.0
"17 Glen Iris Drive, Jandakot",1996.0
"17 Glenariff Boulevard, Canning Vale",2011.0
"17 Glengarry Street, Parkwood",1975.0
"17 Glenhurst Court, Camillo",1978.0
"17 Glenmaggie Circuit, Success",2000.0
"17 Glenmere Road, Warwick",1970.0
"17 Glensanda Way, Mindarie",2007.0
"17 Gloster Loop, Brookdale",2012.0
"17 Goldney Court, Leda",1990.0
"17 Grade Road, Kelmscott",1985.0
"17 Grampian Crescent, Aubin Grove",2007.0
"17 Grandis Boulevard, Banksia Grove",2012.0
"17 Grassbird Loop, Yangebup",
"17 Grasstree Bend, Banksia Grove",2001.0
"17 Greenham Way, Bertram",2006.0
"17 Grey Street, Bayswater",1966.0
"17 Greygum Rise, Kenwick",1999.0
"17 Grundy Way, Thornlie",
"17 Gully Close, High Wycombe",2010.0
"17 Gunida Street, Mullaloo",1986.0
"17 Gwynne Corner, Jane Brook",2001.0
"17 Hackett Street, Bellevue",1950.0
"17 Haig Street, Ashfield",1998.0
"17 Hakata Place, Merriwa",
"17 Halleendale Road, Walliston",
"17 Halstead Turn, Wellard",2009.0
"17 Hampton Road, Darch",2004.0
"17 Hardy Road, Nedlands",1926.0
"17 Hartington Way, Carine",1982.0
"17 Hawkes Street, Coolbellup",1964.0
"17 Hawkins Street, Embleton",1961.0
"17 Helena Road, Cooloongup",1993.0
"17 Helsall Court, Sorrento",1989.0
"17 Hertford Street, Caversham",
"17 Hibbertia Crescent, Riverton",1979.0
"17 Hillock Circle, Leeming",1985.0
"17 Hitchcock Street, St James",1959.0
"17 Hollingsworth Avenue, Koondoola",1976.0
"17 Homestead Avenue, Bibra Lake",2015.0
"17 Honeyeater Street, Beeliar",2005.0
"17 Honeypot Way, Churchlands",2010.0
"17 Hookstone Drive, Landsdale",2009.0
"17 Hooley Road, Midvale",2002.0
"17 Horner Way, Herne Hill",1973.0
"17 Howson Approach, Floreat",2013.0
"17 Hugh Street, Guildford",1960.0
"17 Hurlston Way, Koondoola",1976.0
"17 Illawarra Mews, Edgewater",1991.0
"17 Innesvale Way, Carramar",2002.0
"17 INTEGRA Street, Aveley",2014.0
"17 Intrepid Court, Two Rocks",1988.0
"17 Inverness Court, Cooloongup",1996.0
"17 Island Retreat, Ballajura",1990.0
"17 Itchen Loop, Butler",2002.0
"17 Ivory Way, Mindarie",2007.0
"17 Ivythorne Grove, Kiara",1993.0
"17 Jacana Circle, Gwelup",2001.0
"17 Jack Road, Wattle Grove",1980.0
"17 Jade Street, Mount Richon",1985.0
"17 Jameson Street, Mosman Park",1980.0
"17 Japonica Heights, Mirrabooka",1990.0
"17 Jasmin Way, Maida Vale",1975.0
"17 Java Place, Waikiki",1991.0
"17 Jeavons Place, South Lake",1989.0
"17 Jeffery Street, Beaconsfield",1963.0
"17 Jeffrey Loop, Brookdale",2013.0
"17 Jenever Place, Bentley",
"17 Jewel Court, Langford",1989.0
"17 Jindalee Boulevard, Jindalee",2013.0
"17 John Forrest Circuit, Bertram",2008.0
"17 John Street, Midland",1998.0
"17 Jordan Street, Haynes",2015.0
"17 Jouissance Bend, Atwell",2005.0
"17 Jubaea Gardens, Mount Claremont",1993.0
"17 June Road, Safety Bay",1965.0
"17 Kalgoorlie Street, Mount Hawthorn",1930.0
"17 Kalli Street, Golden Bay",2012.0
"17 Kangaroo Entrance, Stratton",1995.0
"17 Keeling Way, South Fremantle",2012.0
"17 Kenmure Avenue, Ashfield",1968.0
"17 Kenton Way, Calista",1968.0
"17 Kinglake Way, Aubin Grove",2006.0
"17 Kingston Heath Court, Connolly",1987.0
"17 Kirkus Road, Medina",2005.0
"17 Klem Avenue, Salter Point",1956.0
"17 Knighton Way, Butler",2005.0
"17 Knutsford Crescent, Port Kennedy",2006.0
"17 Koondoola Avenue, Koondoola",1977.0
"17 Kunzite Court, Forrestfield",1994.0
"17 Laguna Green, Jandakot",
"17 Lansing Street, Queens Park",1998.0
"17 Lantern Way, Clarkson",2007.0
"17 Lavender Chase, Darch",2005.0
"17 Laverick Street, Haynes",2014.0
"17 Lawler Street, Subiaco",1920.0
"17 Lawrence Way, Samson",1978.0
"17 Leawood Crescent, Boya",1970.0
"17 Lincoln Mews, Orelia",2001.0
"17 Linden Gardens, Floreat",2012.0
"17 Livorno Boulevard, Piara Waters",
"17 Losino Boulevard, Henley Brook",2001.0
"17 Lowanna Way, City Beach",1992.0
"17 Lutey Avenue, Daglish",1940.0
"17 Lyall Street, Shenton Park",2009.0
"17 Mabel Street, Kensington",1960.0
"17 Mackay Way, Hillarys",1973.0
"17 Madeira Place, Safety Bay",1989.0
"17 Mader Road, Mundijong",1984.0
"17 Mal Bay Court, Mindarie",1998.0
"17 Mallee Way, Gwelup",2002.0
"17 Malone Street, Willagee",1998.0
"17 MANAKOORA RISE, Sorrento",1991.0
"17 Mandarin Court, Craigie",1987.0
"17 Manhattan Concourse, Hilbert",2015.0
"17 Marbella Avenue, Seville Grove",2005.0
"17 March Street, Gwelup",1968.0
"17 marigold Place, Yangebup",1987.0
"17 Marmion Street, Kelmscott",1976.0
"17 Marquis Street, Mount Helena",1990.0
"17 Marriot Street, Cannington",
"17 Marriott Road, Boya",1984.0
"17 Marsden Way, Padbury",2009.0
"17 Maxwell Street, Serpentine",1954.0
"17 Maxworthy Place, Hamilton Hill",1970.0
"17 Mccallum Parkway, Bertram",2005.0
"17 Mccullock Rise, Bull Creek",1993.0
"17 Mcdermott Road, Kwinana Town Centre",2015.0
"17 Mckay Court, Bibra Lake",1979.0
"17 McLarty Street, Cloverdale",1963.0
"17 McMahon Way, Samson",1977.0
"17 Meelup Way, Ridgewood",2003.0
"17 Melissa Street, Duncraig",1984.0
"17 Menora Loop, Warnbro",2000.0
"17 MERIDA TURN, Seville Grove",2006.0
"17 Meridian Drive, Mullaloo",1986.0
"17 Mesa Link, Baldivis",2010.0
"17 Michael Crescent, Boya",1989.0
"17 Michael Street, Beaconsfield",1965.0
"17 Millar Road, North Beach",1960.0
"17 Mimbalup Close, Hillman",1974.0
"17 MIMICA Street, Dayton",2014.0
"17 Mirria Way, Mount Nasura",1981.0
"17 Mitchell Street, Wooroloo",2001.0
"17 Monaco Avenue, North Lake",
"17 Monet Drive, Ashby",2003.0
"17 Mons Street, Ashfield",1999.0
"17 Montgomery Drive, Success",
"17 Moonlight Cove, Brentwood",2006.0
"17 Moran Close, Bull Creek",1994.0
"17 Morgan Road, Redcliffe",1998.0
"17 Mudalla Way, Koongamia",1965.0
"17 Mulligan Way, Orelia",1970.0
"17 Mullings Way, Myaree",
"17 Munsie Avenue, Daglish",1935.0
"17 Murchison Drive, Jane Brook",2002.0
"17 Murchison Street, Coolbinia",1957.0
"17 Mustang Drive, Henley Brook",2002.0
"17 Nambucca Way, Secret Harbour",2011.0
"17 Nance Street, Kewdale",1972.0
"17 Nanika Crescent, Joondalup",1990.0
"17 Navy Court, Quinns Rocks",2001.0
"17 Negresco Turn, Currambine",
"17 New England Drive, Hillarys",2004.0
"17 Newport Way, Darch",2004.0
"17 Nicholson Loop, Bateman",1985.0
"17 Ninda Road, Shoalwater",
"17 Nolan Way, Bateman",1970.0
"17 North Lake Road, Alfred Cove",1950.0
"17 Northumberland Avenue, Alexander Heights",1987.0
"17 Northwood Loop, Thornlie",2011.0
"17 Nowranie Place, Hillman",1975.0
"17 Nunney Road, Orelia",
"17 Oakmont Turn, Connolly",1988.0
"17 Oakwood Crescent, Waikiki",1993.0
"17 Octagon Gardens, Aveley",
"17 Ohrid Place, Joondalup",2000.0
"17 Oleander Way, Kallaroo",1973.0
"17 Opperman Place, Middle Swan",1990.0
"17 Orara Way, Merriwa",2005.0
"17 Ornata Bend, Banksia Grove",2006.0
"17 Otterden Street, Gosnells",1970.0
"17 Otunic Way, Madeley",2007.0
"17 Ozone Road, Marmion",2016.0
"17 Panarea Crest, Yangebup",
"17 Parker Avenue, Mount Nasura",1970.0
"17 Parkfarm Drive, South Guildford",2010.0
"17 Pasalich Bend, Aveley",2007.0
"17 Paul Way, Orelia",
"17 Pawlett Way, Karrinyup",1975.0
"17 Penlea Glade, Kiara",
"17 Pennine Pass, Merriwa",2002.0
"17 Persian Street, Eglinton",2015.0
"17 Phar Lap Road, Wattle Grove",2004.0
"17 Pikes Close, Caversham",1995.0
"17 Pinewood Avenue, Kardinya",1974.0
"17 Pinewood Place, Beechboro",
"17 Pintabona Drive, Sinagra",2009.0
"17 Plankton Place, Heathridge",1977.0
"17 Portsea Gardens, Jandakot",2000.0
"17 Portsmouth Street, Jindalee",2010.0
"17 Potter Street, Huntingdale",2001.0
"17 Pownall Gardens, Churchlands",
"17 Price Parkway, Bertram",2005.0
"17 Princess Road, Doubleview",1954.0
"17 Privet Pass, Bennett Springs",2016.0
"17 Properjohn Drive, Rockingham",2005.0
"17 Pulo Road, Brentwood",1962.0
"17 Purdie Avenue, Ardross",1964.0
"17 Purser Cove, Murdoch",1989.0
"17 Quoll Mews, Alkimos",2014.0
"17 Quondong Close, Kenwick",1999.0
"17 Radiant Glade, Eglinton",
"17 Ragley Way, The Vines",2015.0
"17 Raine Terrace, Winthrop",1986.0
"17 Rainsford Way, Parkerville",1996.0
"17 Raphael Rise, Landsdale",2013.0
"17 Recreation Road, Kalamunda",1968.0
"17 Redbank Drive, Ellenbrook",2007.0
"17 Redgate Court, Kiara",1994.0
"17 Redheart Road, Carramar",2013.0
"17 Redheart Way, Beeliar",2011.0
"17 Reilly Street, Orelia",1971.0
"17 Ridge Road, Cockburn Central",1999.0
"17 Riley Road, Kardinya",1988.0
"17 Riversdale Pass, Jandakot",1998.0
"17 Robertson Road, Gooseberry Hill",1973.0
"17 Robin Street, Menora",1950.0
"17 Ronez Elbow, Merriwa",1990.0
"17 Rosedale Vista, Hocking",2002.0
"17 Rosenburg Gardens, Dayton",2012.0
"17 Rosetta Street, Bassendean",
"17 Rosslare Promenade, Mindarie",1997.0
"17 Rotorua Grove, Joondalup",1989.0
"17 Royston Place, Mount Helena",2011.0
"17 Russell Road, Madeley",2005.0
"17 Russell Road, Maida Vale",2000.0
"17 Sackville Terrace, Scarborough",1998.0
"17 Saladin Street, Swanbourne",1956.0
"17 Saligna Way, Dayton",2013.0
"17 Salisbury Road, Midvale",1960.0
"17 Salmond Way, Bull Creek",1976.0
"17 Sandpiper Street, Sorrento",1985.0
"17 Santorini Turn, Ellenbrook",2000.0
"17 Sao Vincente Parkway, Secret Harbour",1995.0
"17 Sasse Avenue, Mount Hawthorn",1952.0
"17 Saw Drive, Darlington",2003.0
"17 Scott Street, Guildford",2012.0
"17 Seabrook Grove, Clarkson",1993.0
"17 Seagull Way, Yangebup",1984.0
"17 Seaton Court, South Guildford",1995.0
"17 Second Avenue, Rossmoyne",1964.0
"17 Sedgeland Way, Ascot",1999.0
"17 Seurat Loop, Ashby",2006.0
"17 Shann Street, Floreat",
"17 Shepherd Street, Beaconsfield",1953.0
"17 Shrike Lane, Beeliar",2011.0
"17 Sibley Ramble, Baldivis",
"17 Silich Court, Mundijong",2003.0
"17 Simmental Vale, Stratton",
"17 Simper Crescent, White Gum Valley",1965.0
"17 Sistina Road, Ashby",2007.0
"17 Sittella Plaza, Brookdale",1992.0
"17 St Claire Gardens, Atwell",
"17 St Tropez Vista, Ellenbrook",1999.0
"17 St Vincents Avenue, Wembley",1995.0
"17 Stewart Way, Noranda",1980.0
"17 Stirling Road, Greenmount",1976.0
"17 Stitfold Promenade, Salter Point",2005.0
"17 Strasbourg Ramble, Port Kennedy",
"17 Stringybark Way, Yanchep",2011.0
"17 Strombus Way, Heathridge",1978.0
"17 Stylis Place, Bennett Springs",1998.0
"17 Sulman Avenue, Salter Point",
"17 Summerhayes Drive, Karrinyup",1979.0
"17 Sunshine Way, Burns Beach",2012.0
"17 Swallow Drive, Yangebup",1981.0
"17 Swinford Approach, Butler",2008.0
"17 Syme Road, Alexander Heights",2001.0
"17 Tallinn Loop, Mindarie",1996.0
"17 Tapalla Turn, Merriwa",2003.0
"17 Taronga Drive, Kelmscott",1994.0
"17 Teakdale Close, Safety Bay",1991.0
"17 Terrex Rise, Merriwa",1995.0
"17 Thackeray Street, Spearwood",1980.0
"17 The Boardwalk, Ascot",1999.0
"17 The Grange, The Vines",2009.0
"17 Third Avenue, Burns Beach",1993.0
"17 Thongsbridge Street, Menora",
"17 Thornbill Loop, Beeliar",2002.0
"17 Tibicen Road, Tapping",2008.0
"17 Tillery Way, Secret Harbour",2004.0
"17 Tindale Crest, Aveley",2009.0
"17 Tintern Road, Ashby",2005.0
"17 Tivoli Drive, Stirling",2011.0
"17 Tolbury Retreat, Kiara",1995.0
"17 Tondoon Bend, Aveley",2006.0
"17 Tottenham Street, Chidlow",1972.0
"17 Tralee Way, Waterford",1984.0
"17 Tratton Street, Balga",1964.0
"17 Trifund Court, Merriwa",1993.0
"17 Trigger Plant Avenue, Ellenbrook",1998.0
"17 Troy Street, Applecross",1993.0
"17 Tryall Avenue, Port Kennedy",1999.0
"17 Tulipwood Place, South Lake",1993.0
"17 Tullamore Drive, Darch",2007.0
"17 Tunnel Road, Swan View",2013.0
"17 Turnix Road, Gwelup",2014.0
"17 Umina Way, Burns Beach",2012.0
"17 Valentine Road, Kelmscott",1975.0
"17 Valinco Avenue, Ellenbrook",1998.0
"17 Vermont Approach, Hocking",2007.0
"17 Veronica Parkway, Stirling",2005.0
"17 Vervain Way, Riverton",2015.0
"17 Vilamour Close, Currambine",1993.0
"17 Violet Grove, Shenton Park",1910.0
"17 Vitis Chase, Ashby",2015.0
"17 Vivian Way, Boya",1975.0
"17 Wade Street, Gosnells",1980.0
"17 Wahroonga Way, Greenwood",1976.0
"17 Wangalla Road, Koongamia",2004.0
"17 Wangoola Terrace, Mount Nasura",1977.0
"17 WANLISS STREET, Jarrahdale",1987.0
"17 Wardle Road, Beaconsfield",1968.0
"17 Warner Court, Manning",1995.0
"17 Warrandyte Drive, Craigie",1984.0
"17 Warrior Pass, Bertram",2004.0
"17 Waterlily CLose, Huntingdale",1997.0
"17 Watkins Street, Fremantle",1970.0
"17 Waylen Square, Beeliar",2000.0
"17 Webb Street, Rossmoyne",1970.0
"17 Welara Circle, Henley Brook",2005.0
"17 Wellesley Way, Samson",1982.0
"17 Wescap Rise, Merriwa",1995.0
"17 Westbourne Way, Lynwood",2015.0
"17 Westerway Terrace, North Lake",2001.0
"17 Whitby Close, Mindarie",1995.0
"17 Whitney Road, Byford",2014.0
"17 Wicklow Circle, Darch",2009.0
"17 Wilcannia Elbow, Currambine",1994.0
"17 Wildwood Heights, Leeming",1998.0
"17 Windsor Avenue, Roleystone",1973.0
"17 Windsor Place, Kallaroo",1971.0
"17 Wingrove Road, Langford",2005.0
"17 Winston Way, Madeley",2005.0
"17 Wirilda Crescent, Greenwood",1976.0
"17 Wonil Way, Karawara",2003.0
"17 Woodcroft Place, Mount Richon",2000.0
"17 Woodrush Way, Canning Vale",2000.0
"17 Woodview Retreat, Caversham",1995.0
"17 Woolgar Way, Lockridge",1971.0
"17 Woolowra Road, Greenmount",1978.0
"17 Wooramel Street, Heathridge",1995.0
"17 Worrell Avenue, High Wycombe",2009.0
"17 Wundu Entrance, South Guildford",2000.0
"17 YALLUP PLACE, Cannington",1985.0
"17/1 Riverside Road, East Fremantle",2000.0
"17/11 Elvire Street, Viveash",1995.0
"17/5 Isoodon Street, Dayton",2015.0
"170 Broome Street, Cottesloe",1940.0
"170 Camberwarra Drive, Craigie",1973.0
"170 Glen Forrest Drive, Glen Forrest",1994.0
"170 Glen Iris Drive, Jandakot",1999.0
"170 Samuel Street, Mount Helena",1996.0
"170 Shaftesbury Avenue, Bedford",1952.0
"170 Southacre Drive, Canning Vale",2000.0
"170 Treasure Road, Queens Park",
"170 Westminster Street, East Victoria Park",2015.0
"170A Baden Street, Joondanna",1949.0
"170A Flamborough Street, Doubleview",2014.0
"170B Railway Parade, Queens Park",
"171 Balfour Street, Huntingdale",2001.0
"171 Leake Street, Belmont",1980.0
"171 Stevens Street, White Gum Valley",1956.0
"172 Carmel Road, Carmel",1996.0
"172 Douglas Avenue, Kensington",1939.0
"172 Jersey Street, Wembley",
"172 Lakey Street, Southern River",2004.0
"172 Morrison Road, Midvale",1962.0
"172 Onslow Road, Shenton Park",1928.0
"172 Planet Street, Carlisle",1959.0
"172 Treasure Road, Queens Park",2004.0
"172 Woodside Street, Doubleview",1948.0
"172C Odin Road, Innaloo",2007.0
"173 Bertram Road, Bertram",2005.0
"173 Daglish Street, Wembley",1948.0
"173 Huntriss Road, Doubleview",
"173 Shaftesbury Avenue, Bedford",1957.0
"173 St Stephens Crescent, Tapping",
"173 Station Street, East Cannington",1997.0
"1735 Cook Street, Mount Helena",2011.0
"173B Herbert Street, Doubleview",1990.0
"174 Alma Road, North Perth",
"174 Calais Road, Wembley Downs",2010.0
"174 Eddystone Avenue, Beldon",1985.0
"174 Heritage Drive, Roleystone",2005.0
"174 Hubert Street, East Victoria Park",1936.0
"174 Kinross Drive, Kinross",1996.0
"174 River Way, Salter Point",1975.0
"174 Roberts Street, Joondanna",2004.0
"174 Waterhall Road, South Guildford",2000.0
"174A Jersey Street, Wembley",
"175 Cedric Street, Stirling",1994.0
"175 Collier Road, Embleton",2007.0
"175 Craigie Drive, Beldon",1983.0
"175 Currie Street, Warnbro",1997.0
"175 Ferndale Crescent, Ferndale",1977.0
"175 Honeywood Avenue, Wandi",2015.0
"175 Pearce Street, Sawyers Valley",1994.0
"175 Sexton Street, Sawyers Valley",1989.0
"175 Surrey Road, Rivervale",1962.0
"175A Elliott Road, Scarborough",1995.0
"175B Mcdonald Street, Joondanna",2007.0
"176 Coode Street, Bedford",1950.0
"176 Daglish Street, Wembley",1950.0
"176 Douglas Avenue, Kensington",1940.0
"176 ERINDALE Road, Hamersley",1975.0
"176 Gwenyfred Road, Kensington",1962.0
"176 Hampton Road, Beaconsfield",2014.0
"176 Jones Street, Balcatta",2001.0
"176 Pickering Brook Road, Pickering Brook",1981.0
"176 Seville Drive, Seville Grove",2000.0
"176 Suffolk Street, Caversham",2013.0
"176a Hampton Road, Beaconsfield",
"177 Acton Avenue, Rivervale",1964.0
"177 Egina Street, Mount Hawthorn",1936.0
"177 Hamilton Street, Queens Park",2000.0
"177 Jersey Street, Wembley",
"177 Nicholson Road, Lynwood",1968.0
"177 Pomeroy Road, Lesmurdie",2004.0
"177 Salisbury Street, Bedford",1950.0
"177 The Boulevard, Floreat",1964.0
"177A Eighth Avenue, Inglewood",2012.0
"177A Shaftesbury Avenue, Bedford",
"178 Cedric Street, Balcatta",1990.0
"178 Douglas Avenue, Kensington",1936.0
"178 Fremantle Road, Gosnells",1981.0
"178 Harrington Waters Drive, Waikiki",2014.0
"178 Kalamunda Road, Gooseberry Hill",1967.0
"178 Weaponess Road, Wembley Downs",1958.0
"1785 Cook Street, Mount Helena",2011.0
"178A Calais Road, Wembley Downs",1992.0
"178A Camberwarra Drive, Craigie",2014.0
"178B Alice Street, Doubleview",
"179 Balfour Street, Huntingdale",2001.0
"179 Bridgewater Drive, Kallaroo",1976.0
"179 Currie Street, Warnbro",1998.0
"179 Manning Road, Bentley",
"179 Patricia Street, Caversham",2005.0
"179 Sequoia Road, Duncraig",1989.0
"179 Station Street, East Cannington",1997.0
"179 The Boulevard, Floreat",1966.0
"179 Treasure Road, Queens Park",
"179 Weaponess Road, Wembley Downs",
"17A Adamson Road, Brentwood",1986.0
"17a Beach Road, Marmion",2015.0
"17A Blaven Way, Ardross",2009.0
"17A Blythe Avenue, Yokine",1998.0
"17A Boston Court, Woodvale",1989.0
"17A Carcoo Court, Beckenham",1990.0
"17A Chapman Road, St James",
"17A Collick Street, Hilton",2013.0
"17A Fraser Street, East Fremantle",1970.0
"17A Hawker Avenue, Warwick",1981.0
"17A Isted Avenue, Hamilton Hill",2010.0
"17A Jackson Road, Karawara",1987.0
"17A Lombardy Street, Woodlands",1996.0
"17A Maple Street, Lathlain",2000.0
"17A Mimosa Avenue, Mount Claremont",1950.0
"17A Phillips Court, Kiara",1990.0
"17A Prospect Grove, Heathridge",1987.0
"17A Reddington Way, Brentwood",1992.0
"17A Robin Hood Avenue, Armadale",1977.0
"17A Sedgman Mews, Murdoch",1988.0
"17A Shaw Place, Innaloo",1999.0
"17a Spence Street, Trigg",1977.0
"17A Streatley Road, Lathlain",
"17A Valmae Road, Riverton",2002.0
"17A Vervain Way, Riverton",
"17A View Street, Peppermint Grove",1960.0
"17a Watts Road, Shoalwater",2010.0
"17A Weston Street, Carlisle",2012.0
"17B Anglesey Drive, Kardinya",1980.0
"17B Burdett Retreat, Murdoch",1990.0
"17B Eureka Road, Wilson",1997.0
"17B Josephine Way, Alexander Heights",1993.0
"17b Jutland Rise, Ocean Reef",1990.0
"17B Salina Way, Yangebup",2008.0
"17B Sanderson Street, Embleton",2014.0
"17B Sedgman Mews, Murdoch",1988.0
"17B Wyong Road, Bentley",1995.0
"17C Maroog Way, Nollamara",2006.0
"18 Abbeytown Circle, Waikiki",2011.0
"18 Acton Avenue, Bentley",1952.0
"18 Addis Way, Wandi",2014.0
"18 Adora Street, Alexander Heights",1988.0
"18 Alcock Street, Maddington",
"18 All Saints Way, Churchlands",1995.0
"18 Allanson Retreat, Gwelup",1999.0
"18 Alps Street, Mount Helena",1983.0
"18 Andrews Way, Herne Hill",1976.0
"18 Annevoie Road, Landsdale",2014.0
"18 Anzac Street, Bayswater",2014.0
"18 Apricot Street, Forrestfield",2005.0
"18 Archer Street, Pearsall",2010.0
"18 Ardmore Parade, Ellenbrook",2007.0
"18 Ardross Street, Seville Grove",1988.0
"18 Arkwell Way, Marmion",1976.0
"18 ASHBY TERRACE, Viveash",1968.0
"18 Ashworth Street, Cloverdale",2007.0
"18 Ashworth Way, Brookdale",2003.0
"18 Atwick Way, Craigie",1984.0
"18 Auckland Way, Hocking",2005.0
"18 Aureate Way, Eglinton",2014.0
"18 Aventurine Way, Byford",2014.0
"18 Avocet Road, Stirling",
"18 Bailey Place, Beechboro",1980.0
"18 Balboa Row, Willetton",1976.0
"18 Ballina Close, Merriwa",2000.0
"18 Bamlett Street, Mount Nasura",1971.0
"18 Banjong Street, Martin",2016.0
"18 Barang Circuit, Karawara",2003.0
"18 Barbarossa Drive, Caversham",2012.0
"18 Basico Avenue, Sinagra",2006.0
"18 Bateson Heights, Clarkson",1993.0
"18 Bayeux Avenue, Port Kennedy",2001.0
"18 Bayley Street, Woodbridge",1970.0
"18 Beachwood Crescent, Butler",2010.0
"18 BEENAN CLOSE, Karawara",1977.0
"18 Benson Way, High Wycombe",2003.0
"18 Bergalia Mews, Currambine",1994.0
"18 Berlotto Drive, Ashby",2007.0
"18 Beverley Street, Coolbinia",1960.0
"18 Bibbulmun Entrance, Sinagra",1998.0
"18 Bicheno Way, Willetton",1981.0
"18 Bildjar Close, South Guildford",1996.0
"18 Bilkurra Way, Mount Nasura",1994.0
