ADDRESS,BUILD_YEAR
"77 Hobart Street, Mount Hawthorn",1993.0
"77 Howick Street, Lathlain",2007.0
"77 Innamincka Road, Greenmount",1965.0
"77 James Street, Guildford",1900.0
"77 Joseph Banks Boulevard, Banksia Grove",2010.0
"77 Kardan Circuit, Karawara",2002.0
"77 Kennedy Street, Alfred Cove",2003.0
"77 Kitchener Street, Trigg",1956.0
"77 Lyndale Avenue, Parkwood",1980.0
"77 Maamba Road, Wattle Grove",2004.0
"77 Markwell Avenue, Haynes",2016.0
"77 Mockeridge Circuit, Middle Swan",2000.0
"77 Monaco Avenue, North Lake",1985.0
"77 Montoro Drive, Port Kennedy",2005.0
"77 Napier Street, Cottesloe",2003.0
"77 Orchid Avenue, Bennett Springs",1999.0
"77 Peet Crescent, Trigg",1973.0
"77 Point Walter Road, Bicton",1952.0
"77 Raymond Street, Yokine",2012.0
"77 Reserve Street, Wembley",1952.0
"77 Seabrooke Avenue, Rockingham",1981.0
"77 Second Avenue, Rossmoyne",1999.0
"77 St Kilda Road, Rivervale",
"77 Sydenham Street, Rivervale",2000.0
"77 The Crest, Woodvale",1990.0
"77 The Ramble, Booragoon",1987.0
"77 Toodyay Road, Middle Swan",1974.0
"77 Victoria Street, Mosman Park",1925.0
"77 Walanna Drive, Karawara",1987.0
"77 Waterford Avenue, Waterford",2000.0
"77 Wendouree Road, Wilson",1960.0
"77 Wicca Street, Kewdale",1964.0
"77 Willcox Street, Chidlow",1930.0
"778 Great Northern Highway, Herne Hill",2006.0
"77a Alfred Road, Mount Claremont",2014.0
"77A Duke Street, Scarborough",2006.0
"77A Edgecumbe Street, Como",1998.0
"77A Endeavour Avenue, Bull Creek",1975.0
"77A Hale Road, Wembley Downs",2000.0
"77A Southern Cross Circle, Ocean Reef",2006.0
"77A Stock Road, Attadale",2000.0
"77a York Street, Beaconsfield",2017.0
"77C Cargill Street, Victoria Park",1990.0
"77C Waterloo Street, Joondanna",1994.0
"78 Aristride Avenue, Kallaroo",1990.0
"78 Attfield Street, South Fremantle",1900.0
"78 Basinghall Street, East Victoria Park",1940.0
"78 Bayside Boulevard, Port Kennedy",2003.0
"78 Bishopsgate Street, Carlisle",1924.0
"78 Bottlebrush Drive, Kiara",1992.0
"78 Broadhurst Crescent, Bateman",
"78 Brownell Crescent, Medina",1963.0
"78 Celebration Street, Beckenham",1991.0
"78 Chapman Road, Bentley",1962.0
"78 Comrie Road, Canning Vale",2009.0
"78 Coolgardie Avenue, Ascot",2009.0
"78 Coolibah Drive, Greenwood",1975.0
"78 Dalrymple Drive, Leda",2006.0
"78 Dovedale Street, Harrisdale",2014.0
"78 East Street, East Fremantle",1919.0
"78 Elliot Road, Hocking",1990.0
"78 Eric Street, Cottesloe",2003.0
"78 Evans Street, Shenton Park",1926.0
"78 Folland Parade, Atwell",1999.0
"78 Fortescue Street, East Fremantle",1935.0
"78 Gladys Road, Lesmurdie",1974.0
"78 Gnangara Drive, Waikiki",1995.0
"78 GRAND PARADISO PARADE, Merriwa",2006.0
"78 Grand Promenade, Karrinyup",2003.0
"78 Hawkvalley Crescent, Maida Vale",1986.0
"78 Hayden Way, Langford",1970.0
"78 Hope Avenue, Manning",2003.0
"78 Johanson Promenade, Murdoch",1985.0
"78 Kiandra Way, High Wycombe",1988.0
"78 Lockhart Street, Como",1954.0
"78 Macquarie Avenue, Padbury",1999.0
"78 Macquarie Boulevard, Hammond Park",2012.0
"78 Mars Street, Carlisle",1910.0
"78 Meller Road, Bibra Lake",1992.0
"78 Monash Circle, Marangaroo",1998.0
"78 Montoro Drive, Port Kennedy",2003.0
"78 Moorland Street, Doubleview",2009.0
"78 Oliphant Street, Kenwick",1914.0
"78 Orelia Avenue, Orelia",1970.0
"78 Paterson Street, Mundijong",1987.0
"78 Peterborough Circle, North Lake",
"78 Redington Drive, Butler",2011.0
"78 Rutland Avenue, Lathlain",2000.0
"78 Sandown Circle, Henley Brook",2004.0
"78 Shardlow Loop, Carine",1977.0
"78 Silver Sands Drive, Iluka",2004.0
"78 Smith Street, Highgate",1998.0
"78 St Leonards Avenue, West Leederville",1913.0
"78 Sturtridge Road, Lockridge",1970.0
"78 Swan Street, Guildford",1950.0
"78 The Broadview, Landsdale",1996.0
"78 Trappers Drive, Woodvale",1989.0
"78 Veterans Drive, Byford",2015.0
"78 Walanna Drive, Karawara",2005.0
"78 Waterfront Parkway, Shoalwater",
"78 Wilson Street, Bassendean",1930.0
"78 Wistful Parade, Aveley",
"78 Wittenoom Road, High Wycombe",1994.0
"78/23 Junction Boulevard, Cockburn Central",2012.0
"78A Edmund Street, White Gum Valley",1983.0
"78A Gibbs Street, East Cannington",2007.0
"78a Solar Way, Carlisle",2003.0
"78A Wichmann Road, Attadale",
"78B Mccourt Street, West Leederville",2012.0
"79 Amity Boulevard, Coogee",1997.0
"79 Appleby Drive, Darch",2014.0
"79 Balladong Loop, Carramar",
"79 Balmoral Street, East Victoria Park",1952.0
"79 Barnevelder Bend, Southern River",2011.0
"79 Basinghall Street, East Victoria Park",2003.0
"79 Beenyup Road, Atwell",2004.0
"79 Birdwood Parade, Dalkeith",1996.0
"79 Blue Fin Drive, Golden Bay",
"79 Bluegum Road, Beechboro",1991.0
"79 Bywater Way, Wilson",1997.0
"79 Cambridge Crescent, Cooloongup",1985.0
"79 Central Avenue, Mount Lawley",
"79 Chadstone Road, Craigie",
"79 Collins Street, Kensington",1949.0
"79 Crandon Street, Gosnells",2000.0
"79 Cross Street, Queens Park",2002.0
"79 Dean Road, Bateman",1972.0
"79 Delamere Avenue, Currambine",
"79 Derby Road, Shenton Park",1945.0
"79 Edinboro Street, Mount Hawthorn",1925.0
"79 Fairweather Drive, Piara Waters",2015.0
"79 Flora Terrace, Watermans Bay",
"79 Giles Avenue, Padbury",
"79 Glen Iris Drive, Jandakot",
"79 Hartfield Road, Forrestfield",1985.0
"79 Keehner Entrance, Martin",2015.0
"79 Lawley Crescent, Mount Lawley",1940.0
"79 Markwell Avenue, Haynes",2015.0
"79 Meadowbrook Drive, Parkwood",1977.0
"79 Morrison Street, Redcliffe",1997.0
"79 Northstead Street, Scarborough",1970.0
"79 Pelican Parade, Ballajura",1989.0
"79 Ridgewood Boulevard, Ridgewood",
"79 Royal Melbourne Avenue, Connolly",1986.0
"79 Russell Road, Madeley",2005.0
"79 Shiraz Boulevard, Pearsall",2006.0
"79 Southern Cross Circle, Ocean Reef",1992.0
"79 Southgate Road, Langford",2004.0
"79 Stock Road, Attadale",1954.0
"79 Tipuana Terrace, Harrisdale",2012.0
"79 Victoria Park Drive, Burswood",2006.0
"79 Viking Road, Dalkeith",1950.0
"79 Waterford Avenue, Waterford",
"79 Wattle Mews, Hocking",2006.0
"79 Weaponess Road, Scarborough",1998.0
"79/61 Elvire Street, Viveash",2014.0
"793 Great Northern Highway, Herne Hill",1950.0
"795 Coulston Road, Boya",1970.0
"79A Matheson Road, Applecross",1972.0
"79A Moolyeen Road, Brentwood",2001.0
"79a Palmerston Street, Mosman Park",1972.0
"79A Pier Street, East Fremantle",
"79B Redwood Crescent, Melville",
"7a Agnes Street, Beaconsfield",1985.0
"7A Allerton Way, Booragoon",2006.0
"7a Barlow Street, Sawyers Valley",
"7A Bickley Crescent, Manning",2002.0
"7a Butson Street, Hilton",2001.0
"7A Calitor Place, Caversham",
"7A Camelot Grove, Carramar",2001.0
"7A Carnac Close, Riverton",1987.0
"7a Casma Court, Ferndale",
"7A Centaur Street, Riverton",2010.0
"7A Chamberlain Circle, Bateman",1989.0
"7A Chester Road, Claremont",1986.0
"7A Connelly Way, Booragoon",1981.0
"7A Conochie Crescent, Manning",2015.0
"7a Cromer Place, Lynwood",
"7A Eileen Street, Cottesloe",1995.0
"7A Elskie Rise, Joondalup",1990.0
"7A Emerald Avenue, Mount Pleasant",2012.0
"7A Forward Street, Manning",1993.0
"7A Galway Grove, Waterford",1993.0
"7A Hayward Street, Myaree",2004.0
"7A HENNING Crescent, Manning",1958.0
"7A Hickey Street, Ardross",1999.0
"7A Hope Street, Watermans Bay",2010.0
"7a Ince Road, Attadale",2012.0
"7A Joiner Street, Melville",2004.0
"7A Kirkstone Place, Balga",2012.0
"7A Lennard Street, Marmion",1990.0
"7A Massey Street, Rossmoyne",2006.0
"7A Melaleuca Drive, Greenwood",1976.0
"7a Mira Mar Street, Doubleview",1999.0
"7A Mofflin Avenue, Darlington",1983.0
"7A Mullaloo Drive, Mullaloo",2009.0
"7A Nicholl Street, Daglish",1996.0
"7A Parsons Avenue, Manning",2015.0
"7a Pollard Street, Glendalough",1990.0
"7A Poole Place, Bateman",1987.0
"7A Port Place, Yanchep",2000.0
"7a Quebec Road, Woodbridge",2004.0
"7A Rhyl Place, Langford",1978.0
"7A Ripple Way, Bateman",2002.0
"7A River Street, Bassendean",1989.0
"7A Rockefeller Way, Harrisdale",2010.0
"7A Sandalwood Avenue, Woodlands",2003.0
"7A Sperry Court, Ferndale",1981.0
"7A St Albans Road, Nollamara",2003.0
"7a Stephen Street, Guildford",1979.0
"7A Sulman Avenue, Salter Point",1999.0
"7A Sydenham Road, Doubleview",2000.0
"7A Towning Street, Embleton",2014.0
"7A Wingate Avenue, Hazelmere",2002.0
"7A Woodall Ramble, Booragoon",
"7B Bangalow Place, South Lake",1993.0
"7B Binney Rise, South Lake",1986.0
"7B Calitor Place, Caversham",
"7B Cranley Link, Ashby",2010.0
"7B Davy Street, Alfred Cove",1993.0
"7B Durant Way, Brentwood",1990.0
"7b Forster Avenue, Lathlain",2001.0
"7b Foxglove Gardens, Mirrabooka",
"7B Graceland Avenue, Landsdale",2012.0
"7B Greenshields Way, Redcliffe",2007.0
"7B Kavanagh Street, Mount Pleasant",2007.0
"7B Keane Street, Peppermint Grove",1978.0
"7B Lantern Court, Safety Bay",1988.0
"7B Medlar Grove, South Lake",1989.0
"7B Mulligan Drive, Greenwood",1977.0
"7B NALLAN Place, Yangebup",1988.0
"7B Osmaston Road, Carine",1986.0
"7B Park Road, Mount Pleasant",2005.0
"7B Second Avenue, Claremont",1997.0
"7B Sperry Court, Ferndale",1981.0
"7b Trout Court, Sorrento",1990.0
"7B Unwin Crescent, Salter Point",1986.0
"7B Waitara Crescent, Greenwood",
"7B Westminster Place, Alexander Heights",2009.0
"7C ARKANA WAY, Balcatta",2012.0
"7C Boyd Street, Palmyra",2008.0
"7C Elizabeth Street, East Cannington",2014.0
"7C Mars Street, Carlisle",2002.0
"7C Wakefield Street, Carlisle",2005.0
"7D Turner Road, Kelmscott",2004.0
"8 Abalone Crescent, Waikiki",1984.0
"8 Abbott Court, Leeming",1980.0
"8 Acalypha View, Yangebup",1995.0
"8 Accra Way, Quinns Rocks",2000.0
"8 Acron Lane, Hillarys",1998.0
"8 Ada Street, Watermans Bay",
"8 Adare Way, Kingsley",1982.0
"8 Ailette Elbow, Wattle Grove",2012.0
"8 Akita Court, Merriwa",1993.0
"8 Alfred Close, Safety Bay",
"8 Alice Road, Port Kennedy",2003.0
"8 Alice Street, Bellevue",1970.0
"8 Alta Laguna Crescent, Ballajura",1993.0
"8 Alyth Road, Floreat",1965.0
"8 Amcer Rise, Stratton",1992.0
"8 Anfield Crescent, Aveley",2007.0
"8 Anise Way, Darch",2006.0
"8 Anne Avenue, Walliston",1970.0
"8 Antares Street, Clarkson",2014.0
"8 Antero Road, Secret Harbour",2006.0
"8 Apara Place, Koongamia",1993.0
"8 Apostles Corner, Wandi",
"8 Aquamarine Street, Eglinton",2014.0
"8 Archer Brace, Harrisdale",2010.0
"8 Archimedes Crescent, Tapping",2006.0
"8 Ardmair Close, Seville Grove",1998.0
"8 Arno Lane, Success",2002.0
"8 Arran Court, Warwick",1983.0
"8 Arrowwood Loop, Secret Harbour",2006.0
"8 Ascham Way, North Lake",1987.0
"8 Ashburn Vista, Currambine",
"8 Ashby Terrace, Viveash",1967.0
"8 Ashcroft Way, Balga",1969.0
"8 Asplin Loop, Kelmscott",2011.0
"8 Athlone Road, Floreat",1954.0
"8 Atkins Way, Eden Hill",1978.0
"8 Atkinson Road, Subiaco",2003.0
"8 Auborough Street, Doubleview",1955.0
"8 Avon Crescent, Viveash",
"8 Aylesbury Close, Jandakot",1990.0
"8 Balanus Way, Heathridge",1986.0
"8 Baldessin Avenue, Harrisdale",2008.0
"8 Baler Court, Hammond Park",2003.0
"8 Bangor Place, Beldon",1988.0
"8 Barcoo Close, Sinagra",
"8 Bark Circle, Kenwick",
"8 Barquentine Avenue, Jindalee",2011.0
"8 Barrington Avenue, Champion Lakes",2010.0
"8 Barrington Street, West Leederville",1958.0
"8 Bartley Chase, Aveley",
"8 Barunga Way, Craigie",1974.0
"8 Basildon Way, Parkwood",1986.0
"8 Bass Close, East Cannington",1976.0
"8 Bates Road, Innaloo",1952.0
"8 Baxter Close, Huntingdale",1992.0
"8 Beamish Lane, Currambine",
"8 Beatrice Avenue, Shelley",1979.0
"8 Beckington Way, Karrinyup",1975.0
"8 Beenan Close, Karawara",1977.0
"8 Belii Lane, Jindalee",2015.0
"8 Bellana Place, Quinns Rocks",1984.0
"8 Bellanger Drive, Beldon",1985.0
"8 Bellbird Court, High Wycombe",1984.0
"8 Belmore Bend, Aubin Grove",2011.0
"8 Belthorn Lane, Butler",2005.0
"8 Bendee Drive, Atwell",2003.0
"8 Benedick Road, Coolbellup",
"8 Benowa Drive, Glen Forrest",1971.0
"8 Bentwood Avenue, Woodlands",2009.0
"8 Bertie Street, Guildford",1940.0
"8 Bertram Street, Darlington",1955.0
"8 Beverley Street, Coolbinia",1963.0
"8 Bideford Street, Warnbro",1988.0
"8 Bigola Court, Kallaroo",1987.0
"8 Bingfield Road, Medina",1953.0
"8 Blackall Mews, Piara Waters",2010.0
"8 Blacksmith Court, Bibra Lake",1991.0
"8 Blenheim Place, Swan View",1969.0
"8 Blockley Way, Bassendean",1984.0
"8 Bluebell Avenue, High Wycombe",2014.0
"8 Boboli Way, Pearsall",2004.0
"8 Bolton Street, East Fremantle",1920.0
"8 Booligal Street, Lesmurdie",
"8 Boongala Close, Karawara",1981.0
"8 Bordeaux Link, Landsdale",2008.0
"8 Bosbaan Place, Champion Lakes",2013.0
"8 Bosci Court, Atwell",1994.0
"8 Bossea Place, Ferndale",1973.0
"8 Bothe Court, Seville Grove",1990.0
"8 Bowline Avenue, Alkimos",2013.0
"8 Boyle Road, Ridgewood",2006.0
"8 Bramley Terrace, The Vines",2008.0
"8 Braxan Street, Glen Forrest",1948.0
"8 Brentwood Way, The Vines",2004.0
"8 Bridal Crescent, Kenwick",2004.0
"8 Briggs Street, Mosman Park",2011.0
"8 Brigid Road, Subiaco",2002.0
"8 Bristow Street, Haynes",2015.0
"8 Britannia Place, Port Kennedy",1992.0
"8 Brittain Avenue, Madeley",2003.0
"8 Bromley Street, Embleton",1962.0
"8 Bronzewing Court, Brookdale",1992.0
"8 Brookes Way, Calista",1966.0
"8 Brora Grove, Boya",2009.0
"8 Brumby Avenue, Henley Brook",2002.0
"8 Brunel Court, Currambine",1995.0
"8 Bucat Street, Hamilton Hill",1970.0
"8 Buckie Court, Warwick",1985.0
"8 Bunderra Close, Karawara",2002.0
"8 Bundoran Approach, Hilbert",2012.0
"8 Burdekin Vista, Hammond Park",2005.0
"8 Burnsall Way, Darch",2006.0
"8 Burnside Terrace, Canning Vale",2000.0
"8 Bursaria Crescent, Ferndale",1974.0
"8 Butterworth Avenue, Koondoola",1984.0
"8 Caddy Close, Cooloongup",1994.0
"8 Calabar Court, Merriwa",1995.0
"8 Calautti Court, Gwelup",2000.0
"8 Camborne Approach, Bertram",
"8 Camellia Loop, Forrestfield",2007.0
"8 Campbell Street, Kensington",1938.0
"8 Campbell Way, Parkerville",1993.0
"8 Campground Road, Yanchep",2014.0
"8 Canopy Court, Banksia Grove",1999.0
"8 Caphorn Close, Bibra Lake",
"8 Caporn Turn, Queens Park",2008.0
"8 Carabeen Avenue, Helena Valley",2008.0
"8 Carbon Street, Yanchep",2012.0
"8 Carlsbad Court, Ballajura",1995.0
"8 Carnelian Parkway, Caversham",
"8 Carpenteria Crescent, Kenwick",1996.0
"8 Carrick Way, Waterford",1988.0
"8 Caspersen Way, Burns Beach",2012.0
"8 Caterpillar Road, Success",2007.0
"8 Cato Street, Glendalough",1992.0
"8 Cavan Way, Darch",2005.0
"8 Cavendish Rise, Mount Claremont",1996.0
"8 Centennial Avenue, Bertram",2003.0
"8 Central Road, Rossmoyne",2002.0
"8 Cestrum Rise, South Lake",1996.0
"8 Cetus Cove, Kingsley",1989.0
"8 Chadwell Street, Kenwick",1974.0
"8 Charles Street, South Fremantle",
"8 Cheshunt Gardens, North Lake",
"8 Chester Avenue, Two Rocks",1989.0
"8 Chestnut Street, Guildford",2007.0
"8 Chifley Lane, Currambine",1998.0
"8 Chipperfield Court, Mosman Park",2004.0
"8 Christina Street, Hazelmere",1952.0
"8 Chrysostom Street, North Beach",1960.0
"8 Chungking Grove, Stratton",
"8 Clayden Street, Wooroloo",2004.0
"8 Claymore Close, Guildford",1997.0
"8 Clearwater Way, Ascot",1998.0
"8 Clegg Road, Kwinana Town Centre",2015.0
"8 Clianthus Way, Koongamia",1965.0
"8 Clint Way, Calista",1954.0
"8 Clover Place, Bibra Lake",1993.0
"8 Clyde Court, Wanneroo",1998.0
"8 Cobia Terrace, Yangebup",2005.0
"8 Cockman Cross, Stratton",
"8 Coldstream Circuit, Merriwa",1995.0
"8 Collett Way, Leeming",1979.0
"8 Coma Place, Beldon",1980.0
"8 Concord Terrace, Atwell",
"8 Congenial Loop, Atwell",2008.0
"8 Congressional Crescent, Connolly",1990.0
"8 Connelly Place, Mount Helena",2010.0
"8 Coogee Street, Mount Hawthorn",1937.0
"8 Cook Street, Darlington",1970.0
"8 Cookham Road, Lathlain",1980.0
"8 Coolabah Way, Baldivis",2011.0
"8 Coolamine Close, Carramar",1999.0
"8 Coolberry Road, Huntingdale",1999.0
"8 Coomel Close, Hillman",1974.0
"8 Coongan Avenue, Greenmount",1992.0
"8 Corella Street, Lesmurdie",1969.0
"8 Corfu Pass, Port Kennedy",2004.0
"8 Correa Way, Mirrabooka",1987.0
"8 Corrour Bend, Bertram",2012.0
"8 Cortis Way, Langford",1975.0
"8 Cortona Grove, Sinagra",2010.0
"8 Costa Rica Place, Safety Bay",1978.0
"8 Cotswold Parade, Aubin Grove",2008.0
"8 Cox Court, Middle Swan",1991.0
"8 Cradle Close, Alexander Heights",1990.0
"8 Crake Place, Yangebup",1986.0
"8 Crana Place, Karawara",1980.0
"8 Crawford Avenue, Burns Beach",2009.0
"8 Cressbrook Way, Carine",1985.0
"8 Crowned Way, Alkimos",2015.0
"8 Currie Place, Bibra Lake",1980.0
"8 Cuvier Place, Yangebup",1992.0
"8 Cuvier Rise, Jane Brook",1998.0
"8 Cyane Way, Currambine",1998.0
"8 Cygnet Place, Forrestdale",1986.0
"8 Dacelo Close, Churchlands",1980.0
"8 Dacelo Vista, Waterford",2015.0
"8 Daimpre Way, Byford",2013.0
"8 Daintree Loop, Bertram",2002.0
"8 Dalby Street, Warwick",1972.0
"8 Dale Drive, Gooseberry Hill",1970.0
"8 Dalmeny Link, Burns Beach",2011.0
"8 Dalrymple Drive, Leda",2010.0
"8 Damascus Drive, Greenmount",1989.0
"8 Dante Court, Bentley",2001.0
"8 Dawson Street, Beldon",1987.0
"8 Deanery Mews, Churchlands",
"8 Delphi Court, Rossmoyne",1990.0
"8 Dempsey Place, Kenwick",1996.0
"8 Denien Street, Willagee",
"8 Derwent Meander, Joondalup",2003.0
"8 Deschamp Road, Morley",1973.0
"8 Dew Street, Forrestdale",1984.0
"8 Dewey Street, Shelley",1963.0
"8 Dewsbury Drive, Bertram",2008.0
"8 Dirk Hartog Cove, Heathridge",1999.0
"8 Dirleton Loop, Butler",2009.0
"8 Diviney Court, Parkwood",
"8 Dixie Road, Kelmscott",2003.0
"8 Dolomite Road, Carine",1983.0
"8 Donald Way, Bayswater",1969.0
"8 Donath View, Landsdale",2010.0
"8 Donegal Court, Seville Grove",2007.0
"8 Doneraile Court, Waterford",1994.0
"8 Doradeen Close, Hillman",1974.0
"8 Dorcas Way, Coolbellup",1965.0
"8 Dorset Cove, Mount Claremont",
"8 DOVE COURT, Mundaring",2005.0
"8 Downer Way, Bull Creek",1973.0
"8 Dragonfly Way, Beeliar",2007.0
"8 Drammen Elbow, Merriwa",1996.0
"8 Drew Road, Ardross",2004.0
"8 Drummore Way, Bertram",2005.0
"8 Du Maurier Road, North Lake",
"8 Dulverton Close, Stratton",1994.0
"8 Dumbarton Way, Landsdale",2014.0
"8 Dumsday Drive, Forrestdale",
"8 Dunfermline Way, Kinross",1996.0
"8 Dunholme Place, Huntingdale",1975.0
"8 Dunmore Circuit, Merriwa",1992.0
"8 Dunns Way, Port Kennedy",2004.0
"8 Dunton Place, Redcliffe",1992.0
"8 Durham Way, Westminster",1983.0
"8 Dwyer Street, Karrinyup",1977.0
"8 Eadie Court, Jandakot",2002.0
"8 Easton Lane, Doubleview",2000.0
"8 Ebert Street, Coolbellup",1964.0
"8 Ecru Court, Southern River",2010.0
"8 Edelweiss Way, Beckenham",1995.0
"8 Edgar Crescent, Hocking",2003.0
"8 Edmund Way, Calista",1968.0
"8 Edsell Entrance, Brookdale",2012.0
"8 Egretta Drive, Waterford",2016.0
"8 Egretta Road, Tapping",2005.0
"8 Eider Lane, Bennett Springs",2007.0
"8 Einstein Way, Tapping",
"8 Elderberry Drive, South Lake",1986.0
"8 Elstree Avenue, Menora",1935.0
"8 Elwell Street, Secret Harbour",2006.0
"8 Emperor Approach, Success",2006.0
"8 Endora Mews, Stratton",1999.0
"8 Engle Close, Maddington",2013.0
"8 Eradu Ramble, Hocking",1998.0
"8 Erina Way, Ridgewood",2007.0
"8 Erith Street, Kenwick",1974.0
"8 Ernest Way, Hilbert",2015.0
"8 Essen Link, Piara Waters",2011.0
"8 Ethel Street, Watermans Bay",2011.0
"8 Etna Link, Yangebup",
"8 Eucla Court, North Fremantle",2001.0
"8 Everglades Parade, Landsdale",1997.0
"8 Exmoor Lane, Henley Brook",2004.0
"8 Exmouth Drive, Butler",2014.0
"8 Extensa Road, Wattle Grove",2010.0
"8 Fahey Court, Brookdale",2003.0
"8 Fairford Way, Quinns Rocks",2005.0
"8 Fairgrounds Parkway, Alkimos",2014.0
"8 Fairmile Street, Warnbro",1980.0
"8 Falkner Road, Harrisdale",2011.0
"8 Fallon Place, Seville Grove",
"8 Fallow Street, Karnup",2015.0
"8 Fanning Way, Singleton",2000.0
"8 Farrier Terrace, Henley Brook",2003.0
"8 Farrow Way, Bibra Lake",1988.0
"8 Faull Close, Leeming",1983.0
"8 Fawcett Way, Warwick",1970.0
"8 Fawkner Road, Two Rocks",1989.0
"8 Featherstone Road, Orelia",2007.0
"8 Fedamore Approach, Ridgewood",2009.0
"8 Fedders Street, Morley",1971.0
"8 Feldman Crescent, Parkerville",1979.0
"8 Ferguson Street, Midvale",1946.0
"8 Fern Grove, Ballajura",1981.0
"8 Fifth Avenue, Bassendean",1970.0
"8 First Avenue, Rossmoyne",1966.0
"8 First Avenue, Woodbridge",
"8 Flanders Court, Greenmount",1994.0
"8 Flatbush Road, Hilbert",2015.0
"8 Flinders Crescent, Hammond Park",2010.0
"8 Foley Place, Balcatta",2013.0
"8 Folland Parade, Atwell",1995.0
"8 Forrest Road, Swan View",1995.0
"8 Fortis Pass, Wandi",2011.0
"8 Foundry Street, Maylands",2011.0
"8 Francis Street, Middle Swan",1935.0
"8 Frangista Road, Butler",2006.0
"8 Frederic Street, Helena Valley",1962.0
"8 Freeling Road, Port Kennedy",2003.0
"8 Frithville Road, Balcatta",1964.0
"8 Gaffin Way, Kwinana Town Centre",2015.0
"8 Galian Way, Spearwood",1970.0
"8 Galliers Avenue, Armadale",1985.0
"8 Gamble Street, Warnbro",
"8 Gannet Court, High Wycombe",1988.0
"8 Gannet Way, Beeliar",2006.0
"8 Gannett Street, Bateman",1968.0
"8 Gaskin Road, Kenwick",1977.0
"8 Gausson Turn, Ashby",2004.0
"8 Gawler Place, Mirrabooka",1986.0
"8 Gecko Terrace, Beeliar",2008.0
"8 Geoff Russell Avenue, Kinross",
"8 Giddens Court, North Lake",1987.0
"8 Gleeson Entrance, Aveley",2007.0
"8 Glenfern Place, Hillarys",
"8 Glengarry Street, Parkwood",1973.0
"8 Glengyle Turn, Jindalee",2003.0
"8 Glenorn Court, Yangebup",1987.0
"8 Gloster Loop, Brookdale",
"8 Goldsbrough Entrance, Helena Valley",2014.0
"8 Golf Road, Parkwood",1984.0
"8 Goodchild Place, Bellevue",1985.0
"8 Goodwick Street, Butler",2005.0
"8 Gordon Street, Maida Vale",1968.0
"8 Gorman Place, Calista",2006.0
"8 Gough Place, Samson",1980.0
"8 Grant Street, Embleton",2012.0
"8 Graymont Close, Darch",2012.0
"8 Greig Court, Marmion",1982.0
"8 Greygum Rise, Kenwick",1997.0
"8 Greylock Meander, Madeley",2012.0
"8 Griffin Close, Langford",1997.0
"8 Griffith Way, Thornlie",1975.0
"8 Grimwood Avenue, Gwelup",2015.0
"8 Grove End Ridge, Mount Claremont",1993.0
"8 Guinevere Way, Carine",1985.0
"8 Gunee Road, City Beach",1965.0
"8 Gutha Retreat, Hocking",1996.0
"8 Hackett Street, Bellevue",2005.0
"8 Hakea Plaza, Canning Vale",
"8 Halliday Road, Byford",2012.0
"8 Hamlet Close, Beldon",1984.0
"8 Hamlin Rise, Como",2002.0
"8 Hammond Street, West Perth",1920.0
"8 Hardaker Street, Eden Hill",1964.0
"8 Hardwood Turn, Merriwa",2003.0
"8 Harewood Place, Marangaroo",1992.0
"8 Harley Terrace, Mosman Park",1977.0
"8 Harwood Rise, Leeming",1988.0
"8 Haslemere Drive, Mount Nasura",1973.0
"8 Hastie Close, Brookdale",2003.0
"8 Hatfield Way, Booragoon",
"8 Havana Vista, Hocking",2009.0
"8 Hawkesbury Retreat, Atwell",
"8 Hazelmere Circus, Hazelmere",1984.0
"8 Hazewinkel Gardens, Champion Lakes",
"8 Healeys Lane, Yokine",2008.0
"8 Heather Road, Lesmurdie",1981.0
"8 Heather Street, Martin",1968.0
"8 Heathfield Drive, Landsdale",2002.0
"8 Hebbard Street, Samson",1978.0
"8 Henley Park Rise, Pearsall",2001.0
"8 Henty Court, Two Rocks",
"8 Henty Grove, Helena Valley",2015.0
"8 HERIOT Street, Brabham",2015.0
"8 Hesperia Avenue, City Beach",1995.0
"8 High Tor, Woodvale",1985.0
"8 Hillside Close, Edgewater",1981.0
"8 Hindmarsh Way, Edgewater",2001.0
"8 Hinkler Street, Kenwick",1981.0
"8 Hirundo Place, Waterford",2014.0
"8 Hodge Court, Marmion",1980.0
"8 Hodges Street, Shoalwater",1970.0
"8 Hogg Avenue, Salter Point",2002.0
"8 Hollingsworth Avenue, Koondoola",1976.0
"8 Holmfirth Street, Menora",1945.0
"8 Hooley Road, Midvale",2002.0
"8 Houghton Close, South Guildford",1998.0
"8 Howell Vista, Beaconsfield",
"8 Howland Road, Sorrento",1995.0
"8 Hoyton Close, Ellenbrook",2008.0
"8 Hueston Lookout, Leda",2002.0
"8 Hughes Court, Padbury",1974.0
"8 Hume Court, Midland",1991.0
"8 Hunter Drive, Lesmurdie",1980.0
"8 Huon Place, Merriwa",1992.0
"8 Hurlingham Road, South Perth",2004.0
"8 Hutt Street, Mount Lawley",2015.0
"8 Idaho Court, Landsdale",2006.0
"8 Imber Turn, Langford",2004.0
"8 Ind Street, Lesmurdie",1982.0
"8 Indiana Way, Hocking",2004.0
"8 Indica Court, Roleystone",2005.0
"8 Inglis Court, Medina",1964.0
"8 Inquirer Lane, Stratton",1994.0
"8 Inwood Place, Murdoch",1988.0
"8 Ironwood Avenue, Heathridge",1978.0
"8 Isaac Street, Melville",1962.0
